24.5.2017	Lisää
28.7.2017	Lisää
27.10.2017	Osta
24.1.2018	Osta
1.2.2018	Osta
26.4.2018	Osta
26.10.2018	Lisää
1.2.2019	Lisää
26.4.2019	Lisää
26.7.2019	Lisää
25.10.2019	Vähennä
17.12.2019	Lisää
7.2.2020	Vähennä
8.4.2020	Vähennä
1.5.2020	Vähennä
1.8.2020	Vähennä
28.9.2020	Lisää
30.10.2020	Osta
17.12.2020	Lisää
1.2.2021	Vähennä
5.2.2021	Vähennä
11.3.2021	Lisää
19.3.2021	Lisää

WRT1V.HE
20.7.2017	Vähennä
26.10.2017	Vähennä
1.2.2018	Vähennä
24.4.2018	Vähennä
1.6.2018	Lisää
20.7.2018	Lisää
24.10.2018	Lisää
31.1.2019	Lisää
23.4.2019	Vähennä
29.4.2019	Vähennä
19.7.2019	Vähennä
19.9.2019	Vähennä
28.10.2019	Vähennä
27.11.2019	Lisää
20.1.2020	Lisää
31.1.2020	Lisää
26.3.2020	Lisää
22.4.2020	Lisää
20.7.2020	Lisää
26.10.2020	Lisää
21.1.2021	Vähennä
29.1.2021	Vähennä

UPM.HE
24.10.2017	Vähennä
1.2.2018	Vähennä
13.4.2018	Vähennä
27.4.2018	Vähennä
1.6.2018	Vähennä
25.7.2018	Vähennä
25.10.2018	Vähennä
29.11.2018	Vähennä
1.2.2019	Vähennä
29.4.2019	Vähennä
2.7.2019	Vähennä
24.7.2019	Vähennä
25.10.2019	Myy
31.1.2020	Vähennä
17.3.2020	Lisää
24.4.2020	Lisää
24.7.2020	Lisää
10.9.2020	Lisää
28.10.2020	Lisää
29.1.2021	Lisää

KNEBV.HE
20.7.2016	Vähennä
26.10.2016	Vähennä
27.1.2017	Vähennä
23.3.2017	Vähennä
28.4.2017	Vähennä
19.7.2017	Vähennä
29.9.2017	Vähennä
27.10.2017	Myy
26.1.2018	Vähennä
27.4.2018	Vähennä
20.7.2018	Vähennä
26.10.2018	Vähennä
25.1.2019	Vähennä
29.4.2019	Myy
19.7.2019	Myy
24.10.2019	Myy
29.1.2020	Myy
24.3.2020	Myy
23.4.2020	Myy
20.7.2020	Myy
23.9.2020	Myy
23.10.2020	Myy
29.1.2021	Myy

OUT1V.HE
1.2.2018	Vähennä
29.3.2018	Lisää
27.4.2018	Vähennä
6.7.2018	Vähennä
25.7.2018	Vähennä
28.9.2018	Vähennä
29.10.2018	Lisää
8.1.2019	Lisää
8.2.2019	Vähennä
8.5.2019	Vähennä
2.8.2019	Vähennä
24.9.2019	Vähennä
1.11.2019	Vähennä
21.11.2019	Vähennä
6.2.2020	Lisää
19.3.2020	Vähennä
7.5.2020	Vähennä
10.8.2020	Lisää
6.11.2020	Lisää
15.12.2020	Lisää
5.2.2021	Lisää
6.4.2021	Lisää

CGCBV.HE
25.10.2016	Vähennä
9.2.2017	Vähennä
26.4.2017	Lisää
20.7.2017	Lisää
30.10.2017	Lisää
12.2.2018	Lisää
24.4.2018	Lisää
20.7.2018	Lisää
29.10.2018	Lisää
17.12.2018	Lisää
15.1.2019	Vähennä
11.2.2019	Myy
18.4.2019	Myy
26.4.2019	Myy
14.5.2019	Vähennä
19.7.2019	Vähennä
23.10.2019	Vähennä
10.2.2020	Lisää
19.3.2020	Lisää
24.4.2020	Lisää
3.6.2020	Lisää
20.7.2020	Lisää
16.9.2020	Lisää
2.10.2020	Vähennä
23.10.2020	Vähennä
5.2.2021	Vähennä
29.3.2021	Vähennä

KEMIRA.HE
26.10.2017	Vähennä
22.12.2017	Vähennä
9.2.2018	Vähennä
21.3.2018	Vähennä
30.4.2018	Vähennä
23.7.2018	Vähennä
5.9.2018	Vähennä
25.10.2018	Vähennä
5.12.2018	Vähennä
11.2.2019	Vähennä
29.4.2019	Vähennä
10.7.2019	Vähennä
22.7.2019	Vähennä
25.10.2019	Vähennä
11.12.2019	Lisää
12.2.2020	Vähennä
25.3.2020	Vähennä
29.4.2020	Lisää
25.6.2020	Vähennä
20.7.2020	Vähennä
25.9.2020	Lisää
12.10.2020	Lisää
28.10.2020	Lisää
13.1.2021	Vähennä
12.2.2021	Vähennä

MOCORP.HE
30.6.2020	Lisää
30.7.2020	Lisää
6.8.2020	Lisää
8.9.2020	Lisää
29.10.2020	Osta
10.12.2020	Lisää
11.1.2021	Lisää
17.2.2021	Lisää

